transaction_id,customer_id,transaction_date,amount,currency,invoice_status
TXN00000215,U000047,2023-04-15,199,USD,paid
TXN00000216,U000047,2023-05-15,199,USD,paid
TXN00000217,U000047,2023-06-15,199,USD,paid
TXN00000218,U000047,2023-07-15,199,USD,paid
TXN00000219,U000047,2023-08-15,199,USD,paid
TXN00000220,U000047,2023-09-15,199,USD,paid
TXN00000221,U000047,2023-10-15,199,USD,paid
TXN00000222,U000047,2023-11-15,199,USD,paid
TXN00000223,U000047,2023-12-15,199,USD,paid
TXN00000224,U000047,2024-01-15,199,USD,paid
TXN00000225,U000047,2024-02-15,199,USD,paid
TXN00000226,U000047,2024-03-15,199,USD,paid
TXN00000227,U000047,2024-04-15,199,USD,paid
TXN00000228,U000047,2024-05-15,199,USD,paid
TXN00000229,U000047,2024-06-15,199,USD,paid
TXN00000230,U000047,2024-07-15,199,USD,paid
TXN00000231,U000047,2024-08-15,199,USD,paid
TXN00000232,U000047,2024-09-15,199,USD,paid
TXN00000233,U000047,2024-10-15,199,USD,paid
TXN00000234,U000047,2024-11-15,199,USD,paid
TXN00000235,U000051,2022-11-09,49,USD,paid
TXN00000236,U000051,2022-12-09,49,USD,paid
TXN00000237,U000051,2023-01-09,49,USD,paid
TXN00000238,U000051,2023-02-09,49,USD,paid
TXN00000239,U000051,2023-03-09,49,USD,paid
TXN00000240,U000051,2023-04-09,49,USD,paid
TXN00000241,U000051,2023-05-09,49,USD,paid
TXN00000242,U000051,2023-06-09,49,USD,paid
TXN00000243,U000051,2023-07-09,49,USD,paid
TXN00000244,U000051,2023-08-09,49,USD,paid
TXN00000245,U000051,2023-09-09,49,USD,paid
TXN00000246,U000051,2023-10-09,49,USD,paid
TXN00000247,U000051,2023-11-09,49,USD,paid
TXN00000248,U000051,2023-12-09,49,USD,paid
TXN00000249,U000051,2024-01-09,49,USD,paid
TXN00000250,U000051,2024-02-09,49,USD,paid
TXN00000251,U000051,2024-03-09,49,USD,paid
TXN00000252,U000051,2024-04-09,49,USD,paid
TXN00000253,U000051,2024-05-09,49,USD,paid
TXN00000254,U000051,2024-06-09,49,USD,paid
TXN00000255,U000051,2024-07-09,49,USD,paid
TXN00000256,U000051,2024-08-09,49,USD,paid
TXN00000257,U000051,2024-09-09,49,USD,paid
TXN00000258,U000051,2024-10-09,49,USD,paid
TXN00000259,U000051,2024-11-09,49,USD,paid
TXN00000260,U000051,2024-12-09,49,USD,paid
TXN00000261,U000060,2023-02-20,49,USD,paid
TXN00000262,U000060,2023-03-20,49,USD,paid
TXN00000263,U000060,2023-04-20,49,USD,paid
TXN00000264,U000060,2023-05-20,49,USD,paid
TXN00000265,U000060,2023-06-20,49,USD,paid
TXN00000266,U000060,2023-07-20,49,USD,paid
TXN00000267,U000060,2023-08-20,49,USD,paid
TXN00000268,U000060,2023-09-20,49,USD,paid
TXN00000269,U000060,2023-10-20,49,USD,paid
TXN00000270,U000060,2023-11-20,49,USD,paid
TXN00000271,U000060,2023-12-20,49,USD,paid
TXN00000272,U000060,2024-01-20,49,USD,paid
TXN00000273,U000060,2024-02-20,49,USD,paid
TXN00000274,U000060,2024-03-20,49,USD,paid
TXN00000275,U000060,2024-04-20,49,USD,paid
TXN00000276,U000060,2024-05-20,49,USD,paid
TXN00000277,U000060,2024-06-20,49,USD,paid
TXN00000278,U000060,2024-07-20,49,USD,paid
TXN00000279,U000060,2024-08-20,49,USD,paid
TXN00000280,U000060,2024-09-20,49,USD,paid
TXN00000281,U000060,2024-10-20,49,USD,paid
TXN00000282,U000060,2024-11-20,49,USD,paid
TXN00000283,U000061,2023-03-30,49,USD,paid
TXN00000284,U000061,2023-04-30,49,USD,paid
TXN00000285,U000061,2023-05-30,49,USD,paid
TXN00000286,U000061,2023-06-30,49,USD,paid
TXN00000287,U000061,2023-07-30,49,USD,paid
TXN00000288,U000061,2023-08-30,49,USD,paid
TXN00000289,U000061,2023-09-30,49,USD,paid
TXN00000290,U000061,2023-10-30,49,USD,paid
TXN00000291,U000061,2023-11-30,49,USD,paid
TXN00000292,U000061,2023-12-30,49,USD,paid
TXN00000293,U000061,2024-01-30,49,USD,paid
TXN00000294,U000061,2024-02-29,49,USD,paid
TXN00000295,U000061,2024-03-29,49,USD,paid
TXN00000296,U000061,2024-04-29,49,USD,paid
TXN00000297,U000061,2024-05-29,49,USD,paid
TXN00000298,U000061,2024-06-29,49,USD,paid
TXN00000299,U000061,2024-07-29,49,USD,paid
TXN00000300,U000061,2024-08-29,49,USD,paid
TXN00000301,U000061,2024-09-29,49,USD,paid
TXN00000302,U000061,2024-10-29,49,USD,paid
TXN00000303,U000061,2024-11-29,49,USD,paid
TXN00000304,U000072,2022-11-15,49,USD,paid
TXN00000305,U000072,2022-12-15,49,USD,paid
TXN00000306,U000072,2023-01-15,49,USD,paid
TXN00000307,U000072,2023-02-15,49,USD,paid
TXN00000308,U000072,2023-03-15,49,USD,paid
TXN00000309,U000072,2023-04-15,49,USD,paid
TXN00000310,U000072,2023-05-15,49,USD,paid
TXN00000311,U000075,2022-07-12,49,USD,paid
TXN00000312,U000075,2022-08-12,49,USD,paid
TXN00000313,U000075,2022-09-12,49,USD,paid
TXN00000314,U000075,2022-10-12,49,USD,paid
TXN00000315,U000075,2022-11-12,49,USD,paid
TXN00000316,U000075,2022-12-12,49,USD,paid
TXN00000317,U000075,2023-01-12,49,USD,paid
TXN00000318,U000083,2023-07-07,49,USD,paid
TXN00000319,U000083,2023-08-07,49,USD,paid
TXN00000320,U000083,2023-09-07,49,USD,paid
TXN00000321,U000083,2023-10-07,49,USD,paid
TXN00000322,U000083,2023-11-07,49,USD,paid
TXN00000323,U000083,2023-12-07,49,USD,paid
TXN00000324,U000083,2024-01-07,49,USD,paid
TXN00000325,U000083,2024-02-07,49,USD,paid
TXN00000326,U000083,2024-03-07,49,USD,paid
TXN00000327,U000083,2024-04-07,49,USD,paid
TXN00000328,U000083,2024-05-07,49,USD,paid
TXN00000329,U000083,2024-06-07,49,USD,paid
TXN00000330,U000083,2024-07-07,49,USD,paid
TXN00000331,U000083,2024-08-07,49,USD,paid
TXN00000332,U000083,2024-09-07,49,USD,paid
TXN00000333,U000083,2024-10-07,49,USD,paid
TXN00000334,U000083,2024-11-07,49,USD,paid
TXN00000335,U000083,2024-12-07,49,USD,paid
TXN00000336,U000096,2022-08-26,49,USD,paid
TXN00000337,U000096,2022-09-26,49,USD,paid
TXN00000338,U000096,2022-10-26,49,USD,paid
TXN00000339,U000096,2022-11-26,49,USD,paid
TXN00000340,U000096,2022-12-26,49,USD,paid
TXN00000341,U000096,2023-01-26,49,USD,paid
TXN00000342,U000096,2023-02-26,49,USD,paid
TXN00000343,U000096,2023-03-26,49,USD,paid
TXN00000344,U000096,2023-04-26,49,USD,paid
TXN00000345,U000096,2023-05-26,49,USD,paid
TXN00000346,U000105,2023-06-09,199,USD,paid
TXN00000347,U000105,2023-07-09,199,USD,paid
TXN00000348,U000105,2023-08-09,199,USD,paid
TXN00000349,U000105,2023-09-09,199,USD,paid
TXN00000350,U000105,2023-10-09,199,USD,paid
TXN00000351,U000105,2023-11-09,199,USD,paid
TXN00000352,U000105,2023-12-09,199,USD,paid
TXN00000353,U000105,2024-01-09,199,USD,paid
TXN00000354,U000105,2024-02-09,199,USD,paid
TXN00000355,U000105,2024-03-09,199,USD,paid
TXN00000356,U000105,2024-04-09,199,USD,paid
TXN00000357,U000105,2024-05-09,199,USD,paid
TXN00000358,U000105,2024-06-09,199,USD,paid
TXN00000359,U000105,2024-07-09,199,USD,paid
TXN00000360,U000105,2024-08-09,199,USD,paid
TXN00000361,U000105,2024-09-09,199,USD,paid
TXN00000362,U000105,2024-10-09,199,USD,paid
TXN00000363,U000105,2024-11-09,199,USD,paid
TXN00000364,U000105,2024-12-09,199,USD,paid
TXN00000365,U000107,2022-07-26,49,USD,paid
TXN00000366,U000107,2022-08-26,49,USD,paid
TXN00000367,U000107,2022-09-26,49,USD,paid
TXN00000368,U000107,2022-10-26,49,USD,paid
TXN00000369,U000107,2022-11-26,49,USD,paid
TXN00000370,U000107,2022-12-26,49,USD,paid
TXN00000371,U000107,2023-01-26,49,USD,paid
TXN00000372,U000107,2023-02-26,49,USD,paid
TXN00000373,U000107,2023-03-26,49,USD,paid
TXN00000374,U000107,2023-04-26,49,USD,paid
TXN00000375,U000107,2023-05-26,49,USD,paid
TXN00000376,U000107,2023-06-26,49,USD,paid
TXN00000377,U000107,2023-07-26,49,USD,paid
TXN00000378,U000107,2023-08-26,49,USD,paid
TXN00000379,U000107,2023-09-26,49,USD,paid
TXN00000380,U000107,2023-10-26,49,USD,paid
TXN00000381,U000107,2023-11-26,49,USD,paid
TXN00000382,U000107,2023-12-26,49,USD,paid
TXN00000383,U000107,2024-01-26,49,USD,paid
TXN00000384,U000107,2024-02-26,49,USD,paid
TXN00000385,U000107,2024-03-26,49,USD,paid
TXN00000386,U000107,2024-04-26,49,USD,paid
TXN00000387,U000107,2024-05-26,49,USD,paid
TXN00000388,U000107,2024-06-26,49,USD,paid
TXN00000389,U000107,2024-07-26,49,USD,paid
TXN00000390,U000107,2024-08-26,49,USD,paid
TXN00000391,U000107,2024-09-26,49,USD,paid
TXN00000392,U000107,2024-10-26,49,USD,paid
TXN00000393,U000107,2024-11-26,49,USD,paid
TXN00000394,U000113,2022-12-12,199,USD,paid
TXN00000395,U000113,2023-01-12,199,USD,paid
TXN00000396,U000113,2023-02-12,199,USD,paid
TXN00000397,U000113,2023-03-12,199,USD,paid
TXN00000398,U000113,2023-04-12,199,USD,paid
TXN00000399,U000113,2023-05-12,199,USD,paid
TXN00000400,U000113,2023-06-12,199,USD,paid
TXN00000401,U000113,2023-07-12,199,USD,paid
TXN00000402,U000113,2023-08-12,199,USD,paid
TXN00000403,U000113,2023-09-12,199,USD,paid
TXN00000404,U000113,2023-10-12,199,USD,paid
TXN00000405,U000113,2023-11-12,199,USD,paid
TXN00000406,U000113,2023-12-12,199,USD,paid
TXN00000407,U000113,2024-01-12,199,USD,paid
TXN00000408,U000113,2024-02-12,199,USD,paid
TXN00000409,U000113,2024-03-12,199,USD,paid
TXN00000410,U000113,2024-04-12,199,USD,paid
TXN00000411,U000116,2024-05-09,199,USD,paid
TXN00000412,U000116,2024-06-09,199,USD,paid
TXN00000413,U000116,2024-07-09,199,USD,paid
TXN00000414,U000116,2024-08-09,199,USD,paid
TXN00000415,U000116,2024-09-09,199,USD,paid
TXN00000416,U000116,2024-10-09,199,USD,paid
TXN00000417,U000116,2024-11-09,199,USD,paid
TXN00000418,U000116,2024-12-09,199,USD,paid
TXN00000419,U000118,2022-04-15,49,USD,paid
TXN00000420,U000118,2022-05-15,49,USD,paid
TXN00000421,U000118,2022-06-15,49,USD,paid
TXN00000422,U000118,2022-07-15,49,USD,paid
TXN00000423,U000118,2022-08-15,49,USD,paid
TXN00000424,U000118,2022-09-15,49,USD,paid
TXN00000425,U000118,2022-10-15,49,USD,paid
TXN00000426,U000118,2022-11-15,49,USD,paid
TXN00000427,U000118,2022-12-15,49,USD,paid
TXN00000428,U000118,2023-01-15,49,USD,paid
TXN00000429,U000118,2023-02-15,49,USD,paid
TXN00000430,U000118,2023-03-15,49,USD,paid
TXN00000431,U000118,2023-04-15,49,USD,paid
TXN00000432,U000118,2023-05-15,49,USD,paid
TXN00000433,U000118,2023-06-15,49,USD,paid
TXN00000434,U000118,2023-07-15,49,USD,paid
TXN00000435,U000118,2023-08-15,49,USD,paid
TXN00000436,U000118,2023-09-15,49,USD,paid
TXN00000437,U000118,2023-10-15,49,USD,paid
TXN00000438,U000118,2023-11-15,49,USD,paid
TXN00000439,U000118,2023-12-15,49,USD,paid
TXN00000440,U000118,2024-01-15,49,USD,paid
TXN00000441,U000118,2024-02-15,49,USD,paid
TXN00000442,U000118,2024-03-15,49,USD,paid
TXN00000443,U000118,2024-04-15,49,USD,paid
TXN00000444,U000118,2024-05-15,49,USD,paid
TXN00000445,U000118,2024-06-15,49,USD,paid
TXN00000446,U000118,2024-07-15,49,USD,paid
TXN00000447,U000118,2024-08-15,49,USD,paid
TXN00000448,U000118,2024-09-15,49,USD,paid
TXN00000449,U000118,2024-10-15,49,USD,paid
TXN00000450,U000118,2024-11-15,49,USD,paid
TXN00000451,U000119,2022-11-19,49,USD,paid
TXN00000452,U000119,2022-12-19,49,USD,paid
TXN00000453,U000119,2023-01-19,49,USD,paid
TXN00000454,U000119,2023-02-19,49,USD,paid
TXN00000455,U000119,2023-03-19,49,USD,paid
TXN00000456,U000119,2023-04-19,49,USD,paid
TXN00000457,U000119,2023-05-19,49,USD,paid
TXN00000458,U000119,2023-06-19,49,USD,paid
TXN00000459,U000119,2023-07-19,49,USD,paid
TXN00000460,U000119,2023-08-19,49,USD,paid
TXN00000461,U000119,2023-09-19,49,USD,paid
TXN00000462,U000119,2023-10-19,49,USD,paid
TXN00000463,U000119,2023-11-19,49,USD,paid
TXN00000464,U000119,2023-12-19,49,USD,paid
TXN00000465,U000119,2024-01-19,49,USD,paid
TXN00000466,U000119,2024-02-19,49,USD,paid
TXN00000467,U000119,2024-03-19,49,USD,paid
TXN00000468,U000119,2024-04-19,49,USD,paid
TXN00000469,U000119,2024-05-19,49,USD,paid
TXN00000470,U000119,2024-06-19,49,USD,paid
TXN00000471,U000119,2024-07-19,49,USD,paid
TXN00000472,U000119,2024-08-19,49,USD,paid
TXN00000473,U000119,2024-09-19,49,USD,paid
TXN00000474,U000119,2024-10-19,49,USD,paid
TXN00000475,U000119,2024-11-19,49,USD,paid
TXN00000476,U000122,2022-05-25,199,USD,paid
TXN00000477,U000122,2022-06-25,199,USD,paid
TXN00000478,U000122,2022-07-25,199,USD,paid
TXN00000479,U000122,2022-08-25,199,USD,paid
TXN00000480,U000122,2022-09-25,199,USD,paid
TXN00000481,U000122,2022-10-25,199,USD,paid
TXN00000482,U000122,2022-11-25,199,USD,paid
TXN00000483,U000122,2022-12-25,199,USD,paid
TXN00000484,U000122,2023-01-25,199,USD,paid
TXN00000485,U000122,2023-02-25,199,USD,paid
TXN00000486,U000122,2023-03-25,199,USD,paid
TXN00000487,U000122,2023-04-25,199,USD,paid
TXN00000488,U000122,2023-05-25,199,USD,paid
TXN00000489,U000122,2023-06-25,199,USD,paid
TXN00000490,U000122,2023-07-25,199,USD,paid
TXN00000491,U000122,2023-08-25,199,USD,paid
TXN00000492,U000122,2023-09-25,199,USD,paid
TXN00000493,U000122,2023-10-25,199,USD,paid
TXN00000494,U000122,2023-11-25,199,USD,paid
TXN00000495,U000134,2022-08-03,49,USD,paid
TXN00000496,U000134,2022-09-03,49,USD,paid
TXN00000497,U000134,2022-10-03,49,USD,paid
TXN00000498,U000134,2022-11-03,49,USD,paid
TXN00000499,U000134,2022-12-03,49,USD,paid
TXN00000500,U000134,2023-01-03,49,USD,paid
TXN00000501,U000134,2023-02-03,49,USD,paid
TXN00000502,U000134,2023-03-03,49,USD,paid
TXN00000503,U000134,2023-04-03,49,USD,paid
TXN00000504,U000134,2023-05-03,49,USD,paid
TXN00000505,U000134,2023-06-03,49,USD,paid
TXN00000506,U000134,2023-07-03,49,USD,paid
TXN00000507,U000134,2023-08-03,49,USD,paid
TXN00000508,U000134,2023-09-03,49,USD,paid
TXN00000509,U000134,2023-10-03,49,USD,paid
TXN00000510,U000134,2023-11-03,49,USD,paid
TXN00000511,U000134,2023-12-03,49,USD,paid
TXN00000512,U000134,2024-01-03,49,USD,paid
TXN00000513,U000134,2024-02-03,49,USD,paid
TXN00000514,U000134,2024-03-03,49,USD,paid
TXN00000515,U000134,2024-04-03,49,USD,paid
TXN00000516,U000134,2024-05-03,49,USD,paid
TXN00000517,U000134,2024-06-03,49,USD,paid
TXN00000518,U000134,2024-07-03,49,USD,paid
TXN00000519,U000134,2024-08-03,49,USD,paid
TXN00000520,U000134,2024-09-03,49,USD,paid
TXN00000521,U000134,2024-10-03,49,USD,paid
TXN00000522,U000134,2024-11-03,49,USD,paid
TXN00000523,U000134,2024-12-03,49,USD,paid
TXN00000524,U000137,2022-03-02,49,USD,paid
TXN00000525,U000137,2022-04-02,49,USD,paid
TXN00000526,U000137,2022-05-02,49,USD,paid
TXN00000527,U000137,2022-06-02,49,USD,paid
TXN00000528,U000137,2022-07-02,49,USD,paid
TXN00000529,U000137,2022-08-02,49,USD,paid
TXN00000530,U000137,2022-09-02,49,USD,paid
TXN00000531,U000137,2022-10-02,49,USD,paid
TXN00000532,U000137,2022-11-02,49,USD,paid
TXN00000533,U000137,2022-12-02,49,USD,paid
TXN00000534,U000137,2023-01-02,49,USD,paid
TXN00000535,U000137,2023-02-02,49,USD,paid
TXN00000536,U000137,2023-03-02,49,USD,paid
